"73","ham","dear morgan subscription successfully renewed thank continued support"
"74","ham","dear taylor thank purchase order shipped soon"
"75","ham","dear alex subscription successfully renewed thank continued support"
"76","ham","hi jordan reminder project deadline next friday let ensure everything track"
"77","ham","hi drew please find attached report month performance review"
"78","ham","hello chris weekly update project progress please review provide feedback"
"79","ham","dear jane thank purchase order shipped soon"
"80","ham","dear alex thank purchase order shipped soon"
"81","ham","dear taylor pleased inform upcoming webinar register secure spot"
"82","ham","hi jordan great meeting conference let catch coffee next week"
"83","ham","hi john great meeting conference let catch coffee next week"
"84","smishing","congratulation youve gift card click claim prize"
"85","ham","dear casey subscription successfully renewed thank continued support"
"86","ham","reminder meeting scheduled tomorrow pm please prepared update"
"87","ham","hi chris great meeting conference let catch coffee next week"
"88","ham","hello jane weekly update project progress please review provide feedback"
"89","smishing","dear jordan account compromised click link reset password immediately"
"90","smishing","dear morgan account compromised click link reset password immediately"
"91","ham","hi sam reminder project deadline next friday let ensure everything track"
"92","ham","dear drew thank purchase order shipped soon"
"93","ham","dear casey pleased inform upcoming webinar register secure spot"
"94","ham","dear john subscription successfully renewed thank continued support"
"95","ham","dear jane subscription successfully renewed thank continued support"
"96","ham","hi sam great meeting conference let catch coffee next week"
"97","smishing","dear taylor account compromised click link reset password immediately"
"98","ham","dear john thank purchase order shipped soon"
"99","ham","dear drew pleased inform upcoming webinar register secure spot"
"100","ham","hi alex reminder project deadline next friday let ensure everything track"
"101","ham","opinion jada kusruthi lovable silent spl character matured stylish simple pls reply"
"102","ham","whats want come online free talk sometime"
"103","ham","u workin overtime nigpun"
"104","ham","also sir sent email log usc payment portal ill send another message explain thing back home great weekend"
"105","smishing","please stay home encourage notion staying home taxpaying citizen entitled emergency refund smsgiofcvbd"
"106","smishing","bankofamerica alert please follow httpbitdocgjkand reactivate"
"107","ham","sorry dude dont know forgot even dan reminded sorry hope guy fun"
"108","ham","dont quite know still cant get hold anyone cud pick bout pm see theyre pub"
"109","ham","ok lor anyway thk cant get ticket co like quite late already u wan go look ur frens darren wif"
"110","ham","wat r u"
"111","ham","buy one egg daplease"
"112","ham","reason weve spoken year anyways great week best exam"
"113","ham","stop story ive told ive returned he saying order"
"114","ham","dont want hear anything"
"115","ham","waqt se pehle naseeb se zyada kisi ko kuch nahi miltazindgi wo nahi jo hum sochte hai zindgi wo hai jo ham jeetey hai"
"116","ham","im e person who e sm survey"
"117","ham","mm food da"
"118","ham","taco raja burrito right"
"119","ham","housemaid murderer coz man murdered th january"
"120","ham","yes pretty lady like single"
"121","ham","said text one time"
"122","ham","know called"
"123","ham","sch neva mind u eat st lor"
"124","smishing","lyricalladief inviting friend reply yes see wwwsmsacuhmmross stop send stop frnd"
"125","ham","jay say youre doublefaggot"
"126","ham","ok thk got u wan come wat"
"127","smishing","ur awarded city break could win summer shopping spree every wk txt store skilgme tscs"
"128","smishing","hello orange month free access game news sport plus free text photo message reply yes term apply wwworangecoukow"
"129","ham","oh lk tt den take e one tt end cine lor dun wan yogasana oso"
"130","ham","whens radio show"
"131","ham","jane babe goin wrk feel ill lst nite foned already cover chuck"
"132","smishing","new offer save upto electricity bill power savergovt lab tested r free home delivery yr guarantee call"
"133","ham","u wearing"
"134","ham","turn stereo love mi phone unknown album"
"135","ham","ela kanoil download come wen ur free"
"136","ham","haha figure well found piece priscillas bowl"
"137","ham","online transaction"
"138","ham","ü neva tell noe im home da aft wat"
"139","smishing","valued vodafone customer computer picked win prize collect easy call"
"140","smishing","recieve tone within next hr term condition please see channel u teletext pg"
"141","ham","doinghow"
"142","ham","didnt get second half message"
"143","smishing","phony award today voda number ending xxxx selected receive award match please call quoting claim code standard rate app"
"144","ham","help u swoop picking u wherever ur bird r meeting u want"
"145","ham","ok lorwhats"
"146","ham","hello madam"
"147","ham","actually sleeping still might u call back text gr rock si send u text wen wake"
"148","ham","good think could send pix would love see top bottom"
"149","smishing","apple id buxcxgbvwwccod final notification apple due expire today prevent confirming apple id athttpverifyappleuk apple inc"
"150","ham","hey mate hows u honeydid u ave good holiday gimmi de gossx"
"151","ham","dont anybodys number still havent thought tactful way ask alex"
"152","ham","im taking derek amp taylor walmart im back time youre done leave mouse desk ill text priscillas ready"
"153","ham","oklet knw"
"154","ham","bad girl lady"
"155","smishing","today voda number ending selected receive award match please call quoting claim code standard rate app"
"156","ham","k marrow coming class"
"157","ham","kallis wont bat nd inning"
"158","ham","meeting u work tel shall work tomorrowthat matter"
"159","smishing","overcome programming challenge multicore learn technique scale reliability attend intel session pm microsoft community techdays"
"160","ham","haha leg neck killing amigo hoping end night burn think could swing like hour"
"161","ham","every day use sleep ltgt"
"162","ham","sorry urgent work"
"163","ham","good morning plz call siri urgent work"
"164","ham","oh shut omg yesterday dream kid boy pissed kid boy even told mark dream changing diaper cause im getting owed face"
"165","ham","ahhhhjust woken uphad bad dream u thoso dont like u right didnt know anything comedy night guess im"
"166","ham","hard believe thing like say lie think twice saying anything"
"167","ham","wow didnt think common take back ur freak unless u chop"
"168","smishing","free top polyphonic tone call national rate get toppoly tune sent every week text subpoly per pole unsub"
"169","ham","yup msg tat yijue tot group mate co meeting today mah im askin ü leaving earlier wat mah co mayb ü haf walk v far"
"170","ham","need get"
"171","smishing","important customer service announcement call freephone"
"172","ham","howz painhope u r fine"
"173","ham","love girl office may wonder smiling sore"
"174","smishing","please call immediately urgent message waiting"
"175","ham","still working time also tried adding zero saving checking ltgt"
"176","ham","hows thing quick question"
"177","ham","die accidentally deleted e msg suppose put e sim archive haiz sad"
"178","ham","didnt mean post wrote like many time ive ritten stuff let sit feeling time angry left hit send stop wasnt checked phone got car wasnt said didnt sleep bored wouldnt time clean fold laundry etc least make bed"
"179","ham","sorry missed call please call back"
"180","ham","age hows abj"
"181","ham","wasnt enough trouble sleeping"
"182","ham","hello going village pub either come accordingly ok"
"183","ham","thnx dude u guy nite"
"184","smishing","noida commercial wave sec silver psf gold psf logix sec psf best deal call"
"185","ham","guy asking get slipper gone last year"
"186","ham","u guy never invite anywhere"
"187","smishing","hmv bonus special pound genuine hmv voucher answer easy question send hmv infowwwpercentrealcom"
"188","ham","computer fried essential part dont keep spare idiot roommate looovvve leaving thing running full ltgt"
"189","ham","hey sexy bun told adore loverboy hope remember thank sister law meatball grin love babe"
"190","smishing","welcome ukmobiledate msg free giving free calling future mg billed p daily cancel send go stop"
"191","ham","velly good yes please"
"192","ham","march ending ready call sure problem capital never complete far hows work lady"
"193","smishing","guaranteed award even cashto claim ur award call free stop getstop php"
"194","ham","jokin lar depends phone father get lor"
"195","ham","thought slide enough"
"196","ham","im gonnamissu muchi would say il send u postcard buttheres aboutas much chance merememberin asthere ofsi breakin contract luv yaxx"
"197","ham","dude go sup"
"198","smishing","contacted dating service someone know find call land line poboxwtgp"
"199","ham","shopping lor raining mah hard leave orchard"
"200","ham","whats oga left phone home saw ur message hope good great weekend"
"201","ham","need coffee run tomocant believe time week already"
"202","ham","oooh bed ridden ey thinking"
"203","ham","ok problem get taxi c ing tomorrow tuesday tuesday think r going cinema"
"204","ham","ok c ya"
"205","ham","much buzyi dont think"
"206","smishing","asked mobile chatlines inclu free min india cust servs sed yes ler got mega bill dont giv shit bailiff due day want"
"207","ham","please give pick tuesday evening ok"
"208","ham","night worrying appt shame missed girl night quiz popcorn hair"
"209","ham","ha ha ha good joke girl situation seeker"
"210","ham","sir waiting call"
"211","ham","yay better told girl either"
"212","ham","ill b going sch mon si need take smth"
"213","ham","yo there class tmrw right"
"214","ham","painful personal thought always try keep everybody happy time nobody recognises alone"
"215","smishing","rct thnq adrian u text rgds vatian"
"216","ham","sure stomach"
"217","smishing","nd time tried contact u u pound prize claim easy call p per min btnationalrate"
"218","smishing","enjoy jamster videosound gold club credit new videosounds logosmusicnews get fun jamstercouk help call"
"219","ham","ill let know kick"
"220","ham","yup need ill jus wait e rain stop"
"221","smishing","ever thought living good life perfect partner txt back name age join mobile community psms"
"222","smishing","dear paytm customer paytm kyc expired contact customer care immediately account block within hr thank paytm team"
"223","smishing","anetworks allow company bill sm responsible supplier shop give guarantee sell b g"
"224","ham","planned yet going join company jan onlydon know happen"
"225","ham","arm fine hows cardiff uni"
"226","smishing","oor step service passport assistancepan cardincome tax returnvat returnservice tax return contact m ons jwala heri mkt paschim viha"
"227","ham","im really sorry wont b able fridayhope u find alternativehope yr term going ok"
"228","ham","ok come ur home half hour"
"229","ham","laptop take"
"230","ham","si think waste rr"
"231","ham","anyway seriously hit youre back otherwise light armand always shit andor vomiting"
"232","smishing","pl battle royale gilchrist v warne today pm click httpiplonmixmobisrc ipl mobile stop mix alert click httponmixmobialert"
"233","ham","dun need use dial juz open da browser n surf"
"234","ham","call tell infront call"
"235","ham","new theory argument win situation loses person dont argue ur friend kick amp say im always correct"
"236","ham","noe la u wana pei bf oso rite k lor day den"
"237","ham","hey gave photo registered driving ah tmr wanna meet yck"
"238","ham","youre done mean"
"239","ham","dont want hear anything"
"240","ham","kind took garage centre part exhaust need replacing part ordered n taking fixed tomo morning"
"241","smishing","freemsg hey u got videopic fones reply wild txt ill send u pic hurry im bored work xxx prcvd stopstop"
"242","ham","anyway many good evening u"
"243","ham","ey calm downon theacusations itxt u co iwana know wotu r doin thewend haventcn u agesring ur nething satlove j xxx"
"244","ham","ü takin linear algebra today"
"245","ham","jan fast approaching wish u happy new year happy sankranti happy republic day happy valentine day happy shivratri happy ugadi happy fool day happy may day happy independence day happy friendshipmotherfatherteacherschildrens day amp happy birthday u happy ganesh festival happy dasara happy diwali happy christmas ltgt good morning afternoon evening night rememberi first wishing u theseyours raj"
"246","ham","really tot ur paper ended long ago wat u copied jus got use u happy lar still haf study"
"247","ham","jus finish bathing"
"248","ham","think mentor percent sure"
"249","ham","hamster dead hey tmr meet pm orchard mrt"
"250","ham","ok set let u noe e detail later"
"251","ham","hope text meet smiling let text give reason smile beautiful day"
"252","ham","oklets find"
"253","ham","busy come point figure tomorrow"
"254","ham","thats cool want please"
"255","ham","may call later pls"
"256","smishing","please call immediately urgent message waiting"
"257","smishing","text get ringtones logo game wwwtxtcom question infotxtcouk"
"258","ham","mobile numberpls sm ur mail idconvey regard achanammarakheshqatar"
"259","ham","good morning plz call sir"
"260","ham","lol alright thinkin haha"
"261","smishing","kick new season wks free goal news ur mobile txt ur club name eg villa"
"262","ham","ok pa nothing problem"
"263","ham","alright omw gotta change order halfth"
"264","ham","sorry mate phone didnt write love kate"
"265","ham","aight see bit"
"266","smishing","dont know u u dont know send chat let find pmsg rcvd hgsuitelandsrowwjhl ldn year"
"267","smishing","plot available greater noida near pari chowk regn ok per gaugebooking start onwards full downinstalments alsocall"
"268","ham","juswoke bed boatin dock slept wid year old spinout giv u da gossip lr xxx"
"269","ham","actually whatever find excuse tampa point january though"
"270","smishing","dear customer due bvn system upgrade atm card deactivated reactivate kindly call customer care help"
"271","ham","yup hey one day fri ask miwa jiayin take leave go karaoke"
"272","ham","yes one woman man please tell like dislike bed"
"273","ham","work right"
"274","smishing","new voicemail please call"
"275","ham","let go bill miller"
"276","ham","hi wkend ok journey terrible wk good huge back log marking"
"277","ham","ku also dont msg reply msg"
"278","ham","india win level series mean record"
"279","ham","living simple loving also simple laughing simple winning tooo simple simple difficult"
"280","ham","wot u u weirdo"
"281","smishing","want new video phone anytime network min half price line rental free text month reply call free delivery"
"282","ham","sometimes heart remembrs someone much forgets someone soon bcoz heart like everyone liked one remembered everytime bslvyl"
"283","ham","hmmmbut give one day"
"284","smishing","u secret admirer reveal think u r special call opt reply reveal stop per msg recd cust care"
"285","ham","ever easier"
"286","ham","whenever see still hook"
"287","smishing","u r entitled update latest colour mobile camera free call mobile update co free"
"288","smishing","discount code rp stop message reply stop wwwregalportfoliocouk customer service"
"289","ham","attended nothing"
"290","smishing","tried contact reply offer min textand new video phone call reply free delivery tomorrow"
"291","ham","hey look like wrong one kappa guy number still phone want text see he around"
"292","ham","latest g still scrounge ammo want give new ak try"
"293","ham","good morning pookie pie lol hope didnt wake u"
"294","smishing","congratulation ur awarded either cd gift voucher free entry weekly draw txt music tncs wwwldewcom"
"295","ham","know lab goggles went"
"296","smishing","freeday sexy st george day pic jordantxt pic dont miss pocketbabecouk"
"297","ham","hope alright babe worry might felt bit desparate learned job fake waiting come back love"
"298","ham","fujitsu series lifebook good"
"299","ham","uncle timi help clearing car"
"300","ham","greeting consider excused"
"301","ham","tunde wishing great day abiola"
"302","ham","hahahause brain dearthat work"
"303","ham","hi darlin ive got back really nice night thanks much lift see u tomorrow xxx"
"304","smishing","urgent mobile awarded bonus caller prize final try contact u call landline boxwrc ppm"
"305","ham","ill ltgt ok"
"306","ham","buying today ü need c meh"
"307","ham","babe lost try rebooting"
"308","smishing","u secret admirer looking make contact ufind rreveal think ur specialcall"
"309","ham","im ok wif co like try new thing scared u dun like mah co u said loud"
"310","ham","thk u dun haf hint e forum already lor co told ron n darren going tell shuhui"
"311","ham","hey inconvenient si huh"
"312","ham","busy trying finish new year looking forward finally meeting"
"313","ham","oic co n si got lunch today dad went dunno whether eat sch wat"
"314","smishing","free entry weekly comp send word enter tc wwwtextcompcom cust care"
"315","ham","food"
"316","ham","japanese proverb one u none itu must indian version one let none itleave"
"317","ham","yes princess toledo"
"318","ham","kgive back thanks"
"319","ham","okay well thanks clarification"
"320","ham","peteis phone still jenny college leannewhat"
"321","ham","sure yet still trying get hold"
"322","ham","im okay chasing dream whats good next"
"323","ham","use soc use home ü dunno type word ar"
"324","smishing","gr poly tone mob direct u rply poly title eg poly breathe title crazyin sleepingwith finest ymca getzedcouk poboxowwq p"
"325","ham","lol would despite cramp like girl"
"326","ham","r still meeting dinner tonight"
"327","smishing","please call immediately urgent message waiting"
"328","ham","say fantastic chance anything need bigger life lift losing live think would first person die n v q"
"329","smishing","dear xxxxxxx uve invited xchat final attempt contact u txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yr"
"330","ham","finished work yet something"
"331","ham","im meeting call later"
"332","smishing","thanks ringtone order reference number x mobile charged tone arrive please call customer service"
"333","ham","oh god im almost home"
"334","smishing","name theresa milion dollar transfer charity work help poor one ur place india contact memeatheresamariegmailcom"
"335","smishing","tried contact reply offer video phone anytime network min half price line rental camcorder reply call"
"336","ham","den weekday got special price haiz cant eat liao cut nail oso muz wait finish drivin wat lunch still muz eat wat"
"337","ham","ok would b lovely u r sure think wot u want drinkin dancin eatin cinema u wot"
"338","ham","ur physic get"
"339","ham","single single answer fighting plus said broke didnt reply"
"340","ham","lol yes friendship hanging thread cause u wont buy stuff"
"341","ham","u"
"342","ham","account refilled successfully inr keralacircle prepaid account balance r transaction id kr"
"343","ham","sorry never hear unless book one kinda jokethet really looking skinny white girl one lineyou much camera something like theyre casting look"
"344","ham","current food alone also"
"345","ham","hmm thinking lor"
"346","ham","hope ur head doesnt hurt much ploughing way pile ironing staying chinky tonight come round like"
"347","smishing","urgent mobile number awarded prize guaranteed call land line claim valid hr"
"348","ham","think chennai well settled"
"349","ham","hi happy birthday hi hi hi hi hi hi hi"
"350","ham","good morning repair shopthe reason im hour"
"351","ham","u say leh course nothing happen lar say v romantic jus bit lor thk e nite scenery nice leh"
"352","ham","thats rude campus"
"353","ham","u see posted facebook"
"354","ham","world famamus"
"355","smishing","want new video handset time network min unlimited text camcorder reply call del sat"
"356","smishing","today voda number ending selected receive award hava match please call quoting claim code standard rate app"
"357","ham","aight ill get fb couple minute"
"358","ham","make cry stuff happens top everything else push edge dont underdtand often cry sorry sorry life"
"359","smishing","winner valued network customer selected receivea prize reward claim call claim code kl"
"360","ham","u sending home first ok lor im ready yet"
"361","ham","aiyah e rain like quite big leh drizzling least run home"
"362","ham","hello hows saturday go texting see youd decided anything tomo im trying invite anything"
"363","ham","yeah probably earlier"
"364","ham","r home coming within min"
"365","ham","printer cool mean groovy wine groovying"
"366","ham","dont necessarily expect done get back though im headin"
"367","ham","sorry left phone upstairs ok might hectic would bird one fell swoop date"
"368","ham","lasting much hour might get lucky"
"369","ham","package program well"
"370","ham","didnt see shadow get early spring yay"
"371","smishing","urgent dear flpkart customer trying contact last weekend draw show wn r prize guaranteed call claim code flip valid hr"
"372","smishing","please call customer service representative ampm wn guaranteed cash prize r flpkart team"
"373","smishing","get garden ready summer free selection summer bulb seed worth scotsman saturday stop go notxtcouk"
"374","ham","sure whenever show"
"375","ham","oh god im gonna google nearby cliff"
"376","ham","babe said hour almost internet"
"377","ham","photoshop make computer shut"
"378","ham","hey told name gautham ah"
"379","ham","new car house parentsi new job hand"
"380","ham","k actually guy meet sunoco howard right way"
"381","ham","hey reply pa"
"382","ham","meet ü depends ü wan lor"
"383","ham","hi email address changed"
"384","ham","plm come da way"
"385","smishing","dear voucher holder claim week offer pc please go httpwwwwtlpcouktext tscs apply"
"386","ham","ü wait bus stop aft ur lect lar dun c ü go get car come back n pick ü"
"387","ham","dont think need yellow card uk travel ask someone gone ltgt buck"
"388","ham","hey going lo lesson gym"
"389","ham","new theory argument win situation loses person dont argue ur loved one"
"390","ham","abj serving staying dad alone"
"391","ham","nope im drivin neva develop da photo lei"
"392","ham","home always chat"
"393","ham","ok c u"
"394","smishing","chance reality fantasy show call p per min ntt ltd"
"395","ham","sorry sir call tomorrow senthilhsbc"
"396","ham","might come kerala daysso prepared take leave finalise dont plan travel visitneed finish urgent work"
"397","ham","pls dont forget study"
"398","ham","one day crab running sea shorethe wave came n cleared footprint crab crab asked frnd r u clearing beautiful footprint wave replied fox following ur footprint catch thats cleared frndsship never let u dwn gud nyt"
"399","ham","ok sure time tho sure get library class try see point good eve"
"400","ham","willing go aptitude class"
"401","ham","wats da decision"
"402","ham","frndship like needle clock though v r clock v r nt able met evn v meetitz second bt v alwys stay conected gud"
"403","ham","well there pattern emerging friend telling drive come smoke telling im weed fiendmake smoke muchimpede thing see im hesitant"
"404","ham","ok bag"
"405","ham","cool like swimming pool jacuzzi house"
"406","ham","great hope like man well endowed ltgt inch"
"407","ham","aight ive set free think could text blake address occurs im quite sure im thought"
"408","smishing","winner u specially selected receive cash speak live operator claim"
"409","ham","ok wun b angry msg u aft come home tonight"
"410","ham","trying figure im suppose see couple different people week said wed get together didnt set date"
"411","ham","yar lor wait mum finish sch lunch lor whole morning stay home clean room room quite clean hee"
"412","ham","much payed suganya"
"413","ham","still game"
"414","ham","k k sm chat"
"415","ham","great hope using connection mode men also co never know old friend lead today"
"416","ham","world happiest frnds never character dey best understanding difference"
"417","ham","sorry delay yes master"
"418","ham","cool shall go see go tip anyway home got something drop later let go town tonight maybe mum take u"
"419","ham","hurt tease make cry end life die plz keep one rose grave say miss u"
"420","ham","realy sorryi dont recognise number confused r u please"
"421","ham","gud ni dearsleep well"
"422","smishing","want new video handset time network min unlimited text camcorder reply call del sat"
"423","smishing","thanks continued support question week enter u draw cash name new u president txt an"
"424","ham","huh got lesson lei n thinkin going sch earlier n tot parkin kent vale"
"425","ham","may call later pleasei busy ryt nw"
"426","ham","sorry flaked last night shit seriously goin roommate tonight"
"427","ham","lovely night xxx"
"428","ham","kkfrom tomorrow onwards started ah"
"429","ham","part checking iq"
"430","ham","yes appt"
"431","ham","call didnt see facebook huh"
"432","ham","cant pick phone right busy"
"433","smishing","unsubscribed service get ton sexy babe hunk straight phone go httpgotbabescouk subscription"
"434","ham","registered shijo payee log icicibankcom enter urn confirm beware fraud"
"435","smishing","u secret admirer looking make contact ufind rreveal think ur specialcall stopsms"
"436","ham","meant middle left right"
"437","ham","dont know oh hopefully month"
"438","ham","hi moved pub would great c u u cud come"
"439","ham","started searching get job dayshe great potential talent"
"440","ham","u look da lib got stuff havent finish yet"
"441","ham","problem walk around julianaland oblivious going around say thing constantly go one ear go whatever want dont know im upsetits dont listen tell going upset want surprised im mad"
"442","ham","yeah thats thought lemme know anythings goin later"
"443","ham","dont hesitate know second time weakness like keep notebook eat day anything changed day sure nothing"
"444","ham","tonight mate catching sleep new number way"
"445","ham","alrite"
"446","ham","still chance search hard get itlet try"
"447","ham","free call sir waiting"
"448","ham","thanks looking really appreciate"
"449","ham","k im ready ltgt"
"450","ham","yup thk u oso boring wat"
"451","ham","cool tyler take gonna buy drop place later tonight total order quarter got enough"
"452","ham","oh yes speak txt u hmm u get email"
"453","ham","cheer u tex mecause u werebored yeah okden hunny r uin wk satsounds likeyour havin grfun j keep updat countinlots loveme xxxxx"
"454","smishing","urgent dear flpkart customer trying contact last weekend draw show wn r prize guaranteed call claim code flip valid hr"
"455","ham","shant disturb u anymore jia"
"456","ham","dad wanted talk apartment got late start omw"
"457","ham","keep seeing weird shit bein woah realising actually reasonable im oh"
"458","ham","office around pm going hospital"
"459","ham","hey j r u feeling better hopeso hunny amnow feelin ill ithink may tonsolitusaswell damn iam layin bedreal bored lotsof luv xxxx"
"460","ham","haha kidding papa need drug"
"461","ham","lol could starve lose pound end day"
"462","ham","table occupied im waiting tree"
"463","ham","thanx u darlinim cool thanx bday drink nite morrow take care c u soonxxx"
"464","ham","love one law make happy person love way friendship one law never make ur friend feel alone alive gud night"
"465","ham","idea"
"466","ham","im office call ltgt min"
"467","ham","pas dis ur contact n see wat u get redim luv wid u blueu put smile face purpleu r realy hot pinku r swt orangei thnk lyk u greeni realy wana go wid u yelowi wnt u bck blackim jealous u browni miss nw plz giv one color"
"468","ham","thank youve wonderful"
"469","smishing","randomly selected bestbuy gift get gift card wwwbestbuycomyourawinnernetidichrfcycylck"
"470","ham","sleepingand surfingfree time"
"471","ham","one interested may business plan"
"472","smishing","bmo noticed unusual activites online account required verify account detailswwwbmotk"
"473","ham","yo guess dropped"
"474","ham","let want house"
"475","ham","cant describe lucky im actually awake noon"
"476","ham","keep ten r shelf buy two egg"
"477","ham","e admin building might b slightly earlier ill call u im reaching"
"478","ham","miss vday parachute double coin u must know well"
"479","smishing","tax refund ready claimed access refund follow step required httpbitdoclaimtax"
"480","smishing","guaranteed cash prize claim yr prize call customer service representative ampm"
"481","ham","hi mobile added contact list wwwfullonsmscom great place send free sm people visit fullonsmscom"
"482","smishing","goldviking inviting friend reply yes see wwwsmsacugoldviking stop send stop frnd"
"483","smishing","dear vdafne customeryou winner guaranteed caller prize final attempt contact claim call"
"484","smishing","rediscover deeper meaning life mean attain true peace understand essence true sikh sm join gurubani"
"485","smishing","freemsgfav xmas tonesreply real"
"486","ham","hows going got exciting karaoke type activity planned im debating whether play football eve feeling lazy though"
"487","ham","yep pretty sculpture"
"488","ham","tessypls favor pls convey birthday wish nimyapls dnt forget today birthday shijas"
"489","smishing","dating service asked contact u someone shy call revealed pobox uz p"
"490","ham","apo mokka player"
"491","ham","home also"
"492","smishing","loan purpose homeowner tenant welcome previously refused still help call free"
"493","ham","since side fever vomitin"
"494","ham","yunny im goin late"
"495","ham","hi babe u r likely bed im sorry tonight really wanna see u tomorrow call love xxx"
"496","ham","specialisation work slave labor look month sha co shakara beggar"
"497","ham","great escape fancy bridge need lager see tomo"
"498","ham","yo im parent gettin cash good news picked downstem"
"499","ham","hi baby im cruisin girl friend r u give call hour home thats alright fone fone love jenny xxx"
"500","smishing","urgent nd attempt contact u prize yesterday still awaiting collection claim call"
"501","ham","geeeee internet really bad today eh"
"502","smishing","number pound two mobile phone ongoing cocacolauk promo contact mr billy cocacolaclaimsofficeyahoocom"
"503","ham","mode men left"
"504","ham","right brah see later"
"505","ham","come home dont want u miserable"
"506","ham","ok lor buy wat"
"507","ham","eat old airport road oredi got lot pple"
"508","ham","u early"
"509","ham","gudnitetcpractice going"
"510","smishing","want new nokia colour phone deliveredtomorrow free minute mobile free text call"
"511","ham","nice talking please dont forget pix want see"
"512","ham","alright hooked guy"
"513","smishing","free entry wkly comp win fa cup final tkts st may text fa receive entry question call"
"514","ham","okienice hear"
"515","smishing","loan purpose even bad credit tenant welcome call noworriesloanscom"
"516","ham","arun u transfr amt"
"517","ham","wen get spiritual deep thats great"
"518","ham","sorryin meeting ill call later"
"519","ham","thx well month"
"520","ham","wat r u call"
"521","ham","sir waiting mail"
"522","ham","huh lei"
"523","ham","get ready moan scream"
"524","ham","st andre virgil cream"
"525","ham","pls speak wont ask anything friendship"
"526","ham","ive got salt rub open wound like"
"527","smishing","price claim call"
