secure,7.597728701478367
make,7.575532993930511
check,7.571016771295216
complete,7.545923286185115
care,7.44104100913932
entry,7.37338066105087
see,7.370754879038129
again,7.358773480366536
received,7.349107610475177
back,7.345396554843624
colour,7.312552477792081
bit,7.291771843534901
know,7.291628856613928
edd,7.257076594390895
need,7.252832908457339
reveal,7.14849903187688
price,7.1096321904166
postal,7.1026467825801705
30,7.099888781858848
could,7.097741670848575
wk,7.022836574176503
land,6.9931037178605635
one,6.98580102901673
yes,6.963313614403422
11,6.92491097521655
wish,6.918548117054272
mob,6.910587220281331
user,6.83368039192381
10p,6.81648160453665
your,6.801685178858873
5000,6.791445347432699
orange,6.763195838794436
collection,6.757474745861408
camcorder,6.6911858734137875
american,6.6894026460394675
pound,6.653953860486434
secret,6.541377927260876
wonderful,6.486746444342056
quality,6.475885511802565
friend,6.4588877547899815
year,6.455353969025426
0800,6.412990860863469
may,6.378745077401592
activation,6.355122143810659
following,6.354568172364026
review,6.338544384945001
anytime,6.327240875474082
to,6.287065814866813
use,6.253680637892752
net,6.238460187380143
name,6.235863920260419
taxpayer,6.232456763138864
group,6.230671901223269
mission,6.199675763894573
admirer,6.190026261851134
out,6.18855828314533
only,6.179245276257185
month,6.177938888857337
highest,6.1724572560856075
content,6.168940026596521
little,6.158396264241556
next,6.103310538443409
enter,6.092088081059019
understand,6.082058068530187
obligation,6.080363201429061
direct,6.076078378338246
800,6.074068823920437
pic,6.06455651190712
looking,6.061339848166695
charged,6.017729380720015
private,5.998793127211882
important,5.992531670972073
depot,5.991723661475684
in,5.986551060842472
security,5.975291465192237
box,5.922079214131196
350,5.901135011800014
2023,5.90053857072802
correct,5.848235819308234
earn,5.845827491700859
po,5.821520118098114
think,5.817622472559299
250,5.796430737208668
2nd,5.792102477610766
hello,5.778196637603682
regards,5.772895682466825
atm,5.756415909249857
trying,5.748582498494813
action,5.747176330511821
word,5.731703260169667
pm,5.657028289622469
like,5.652973515954189
match,5.6478089512762955
delay,5.644925509131281
150,5.642065846465121
kyc,5.6223657425950115
music,5.592985469728435
ltd,5.576184842798707
membership,5.570164629468205
paying,5.549334879034663
best,5.53590500420587
shopping,5.525073693404899
minute,5.519485622309683
ph,5.512400552518913
ac,5.491553637707888
shop,5.487125799461261
suspended,5.4767129185219945
using,5.47401982147478
1st,5.461727564830051
kindly,5.447660866175805
below,5.442448544781787
let,5.413218096251982
march,5.407393459092465
hey,5.400769192735265
details,5.385775601797188
caller,5.3371881208819785
discount,5.3030570793068055
pay,5.270190552262453
200,5.256038681273075
national,5.208190481659838
block,5.200031829582244
deliver,5.198575445150564
potential,5.191053623354721
recently,5.184866704688433
tinyurl,5.181778182670344
easy,5.172147571370819
expires,5.161452580704803
rental,5.142356834221303
ensure,5.133828259830579
weekend,5.119162713573
unlock,5.103738012939663
store,5.090429446916779
ve,5.082886982755315
tomorrow,5.082703607537575
request,5.076900054389219
good,5.076174482003877
club,5.070515713714943
current,5.047027471573783
welcome,5.046149838398422
processing,5.03831137372226
representative,5.018840746459561
charge,5.003506794612102
sae,4.983485097774205
sent,4.972188007925085
mins,4.95688772464786
freemsg,4.909312137594167
xmas,4.867842995341795
dating,4.858236461494553
03,4.854636829988416
ending,4.844746806344888
86688,4.829130910041465
log,4.774802565963257
congratulation,4.769024218464024
november,4.760652718146553
worth,4.726038654446357
hours,4.722860436450274
game,4.701763025996159
statement,4.6903812289289
penalties,4.688893160619785
48,4.676925966554812
office,4.646239046431389
operator,4.632726539734461
unlimited,4.624225675858188
auction,4.614572532816754
issue,4.608305394906279
news,4.596095791361443
support,4.56557969658128
await,4.5609001074752085
area,4.559028597561463
transaction,4.5120398761766065
3030,4.504635098828376
date,4.490978585607146
recent,4.486820330915147
entitled,4.481368513510148
invited,4.47907394597552
php,4.471579400592366
great,4.458530632358173
expedite,4.457528098662631
standard,4.44681408565225
onlinehome,4.442918983903925
10am,4.414303270172678
apple,4.394522159990498
half,4.3774049759419835
safe,4.375322647002982
cc,4.3747100234923515
8007,4.36904250257351
ups,4.306239586452309
subj,4.3053201664876175
08718738034,4.300610127625879
instruction,4.280036405221903
points,4.274682332741272
double,4.272033750214704
poly,4.260208098529866
record,4.2546243732663145
congrats,4.247116484654772
at,4.243626148804957
deadline,4.239397283077422
precise,4.239397283077422
inr,4.239160892191719
required,4.237998313622495
temporarily,4.210449227465557
document,4.207596014507848
citi,4.207408252980928
return,4.190544747156226
19,4.187209881587168
currently,4.181622772734705
lucky,4.172173502663498
cancel,4.162121802973999
quoting,4.156189946000849
quick,4.1541532204532245
tap,4.145154669067945
someone,4.13679554379277
sincerely,4.1290497752606194
de,4.1278425283596825
suspension,4.127820739069256
org,4.118425251340744
quiz,4.100113691335453
vodafone,4.08713696762145
yr,4.0804149415721485
bellow,4.070522642219205
20,4.066627918118894
wkly,4.057337172464339
04,4.024832871442202
system,4.024428414316443
well,4.0009213760279945
give,3.9985813036316062
real,3.9861380431527307
identifier,3.969015429837389
notice,3.9687318267718155
more,3.961193512828232
accurate,3.9438546047324885
soon,3.934415200297253
invite,3.9327854352778147
verification,3.907451972569141
announcement,3.8811933650181287
keep,3.856672375958859
extra,3.8539224134400087
savamob,3.850256324379948
available,3.8460174374970997
15,3.8349340101904605
mobileupd8,3.8265425599289804
freephone,3.810302849377334
play,3.8077798441066837
placed,3.8049607415273616
amount,3.7982288261190065
fargo,3.7867690399471927
is,3.7854225178600798
inc,3.772439040590932
tracking,3.7712417898720987
giveaway,3.7699106304186896
cv,3.7596401079424515
fl1pkart,3.7445150622195795
w0n,3.7445150622195795
failed,3.7432576586205397
continue,3.7255744230748467
ts,3.72543218091542
handset,3.7142322935503826
upgrade,3.704582946182718
bt,3.6938642870603244
2003,3.667554236635404
wanna,3.663724317738646
choose,3.661333222834536
summer,3.6610363726710053
8536074310,3.642581538908794
replying,3.6365024980893392
hotel,3.626769970475708
advise,3.626150972399622
02,3.60765651101308
fill,3.604738228632438
money,3.601875103217112
25,3.601083994187445
express,3.5985620207130005
got,3.590814707522289
blocked,3.5887895469419897
parcel,3.575706882700917
speak,3.5694632357356237
won,3.567514339520033
kb,3.557469110760836
6200992462,3.5393050570899183
7908807538,3.530862596776818
06,3.526548983706844
permanent,3.5121754138783294
08000839402,3.5071165469854133
542,3.5066468677955727
voicemail,3.4950640814348706
holder,3.4907755079506955
pc,3.4707099055006996
subscription,3.469182769092749
fantastic,3.468355497615497
sex,3.4656594648194576
ipod,3.461761041785924
try,3.457595465254836
would,3.4509123218394215
pleased,3.448537823210735
restore,3.4332239855926305
txts,3.4295457236882685
incorrect,3.4195219455774346
xyz,3.4161313092522243
pls,3.4122069980100656
300,3.4079092497797383
congratulations,3.4054039360382684
member,3.4003643505006984
ready,3.390477841284061
america,3.3811356906077963
stay,3.376875074701484
pobox,3.3604331730867014
asap,3.3575396787566825
subject,3.3457268586862807
ever,3.342308528001401
awaiting,3.3415769714573855
comp,3.333110243065562
enjoy,3.3299003192498393
daily,3.328658349956488
specially,3.3269549358671706
read,3.324320596039065
7679046492,3.323001786696426
still,3.3203775983609356
view,3.317804316675002
remove,3.3146370575372766
michael,3.3091402328457606
post,3.301544504247967
first,3.298847347964402
respond,3.2862551719239383
email,3.2778540464977977
interested,3.2590339542130176
biggest,3.251558177337401
from,3.2494347566813886
oprah,3.2429927243577175
house,3.2352700996756205
expired,3.229436056241893
made,3.215364909543834
ringtones,3.2117494648128955
games,3.2106234339666178
age,3.208750827266941
dr,3.1980675158078147
cd,3.197268278148945
plan,3.1942979808225673
part,3.193500016763394
digital,3.1846395478076053
sub,3.1838185220250854
profile,3.179761325475939
loan,3.167517657395253
custcare,3.164842583580463
door,3.1532870577906102
8927307655,3.1527174886419354
onto,3.1495038515581113
400,3.1432367150113603
pro,3.1416232870241734
notification,3.1325473373689148
87066,3.1281375187311236
6299257179,3.126283595214985
loyalty,3.125847944864024
shipping,3.1177050273655302
picked,3.112592336196752
disabled,3.1083880392799097
sexy,3.099707671218552
redeemed,3.0975188635012163
un,3.0975188635012163
wap,3.0963152555948894
via,3.0939567994270276
detected,3.0937593361719213
homedepot,3.087497727355373
dial,3.0845665342038373
7044518857,3.082627424888779
trouble,3.0766801268789536
inviting,3.045744769432027
left,3.0439763118921683
fancy,3.042296430330081
complimentary,3.0274515041666525
either,3.0266813156903805
tell,3.02372064716418
learn,3.0119917116164396
exceptional,3.0077065365596085
2022,3.0015714119711125
missing,2.9975487234743046
gratitude,2.996654503796023
discussion,2.9798752211427044
must,2.9791863042881586
wrong,2.978391363352255
cooperation,2.9773509525413626
reminder,2.969602642777032
fun,2.964933886354717
sorry,2.962375159643647
possible,2.957913978945611
hot,2.9525637469617325
motorola,2.950287793704408
love,2.939267930481255
answer,2.9360340885470473
urawinner,2.933265554964506
surprise,2.9265831924608374
dogging,2.9118456498472605
wallet,2.906613594386507
row,2.8984344208195103
recovery,2.8952920954381973
del,2.8897385933386985
player,2.8831176134701444
walmart,2.855467598236659
ok,2.850043552070283
ref,2.8442642431702323
local,2.830013213584132
io,2.8199254850596693
start,2.816047229526588
multiple,2.8090098618474073
balance,2.8039496254018332
look,2.7863900687119774
9pm,2.7805939031672695
bofa,2.7781848848848854
08712300220,2.7753355061679077
updated,2.772906873635787
optout,2.7728150983576443
reactivate,2.769572112009333
track,2.769388737329276
question,2.767786956541424
3510i,2.7627524431388553
hr,2.7627337003043806
08712460324,2.761984572497929
tc,2.756846454061897
center,2.738216509128157
shipment,2.727682998663102
computer,2.721488104555541
11mths,2.720710494398257
term,2.7196101402889044
arrive,2.7149406638919458
star,2.7137009369039493
covid,2.702485904681518
usd,2.688471506858634
babe,2.6861904497555495
unable,2.6856701295275713
place,2.68462875098427
inform,2.682458090446355
index,2.681457386861524
location,2.679011582588222
2lands,2.662713556649026
suite342,2.662713556649026
05,2.631445163948308
limited,2.6288924823361866
20p,2.6256660864014583
ll,2.611809167619802
right,2.6077038830021233
tv,2.602712434641246
08,2.6006210717441722
job,2.5972325924855433
logo,2.5893116185910294
christmas,2.5853029673960544
outstanding,2.5842758831134245
bl0cked,2.577401248322756
street,2.563768788554241
calling,2.5595152197146374
voda,2.555871614626129
im,2.554099229525364
v0daf0ne,2.5489046968578775
full,2.5474457853137844
photo,2.542469151176066
renewal,2.5378788130722465
history,2.519970632030464
eg,2.5115155483403537
fund,2.5038934390474497
calls,2.5023147641949826
85023,2.468620293755727
deal,2.464213785699084
book,2.4630120627099847
84,2.459967227282052
company,2.4548755367981387
returned,2.4526488010350427
there,2.4471199103852426
reference,2.442904695560733
bloomberg,2.4372976369974824
monthly,2.433511193559449
tenant,2.430408846957261
fundhub,2.4301327506435957
device,2.4229724015087877
talk,2.4188528028824905
7pm,2.4148494830355904
ntt,2.4144067032700907
work,2.4110969421160577
regret,2.409536997269839
booked,2.4065581597819814
call2optout,2.402925348972568
sale,2.3956092618443776
21,2.39418329347771
cid,2.384324473344439
hmv,2.380554351287329
flag,2.3770997029202543
29,2.3746785129700534
restricted,2.3653896398724106
ldew,2.3576804729902126
away,2.3466704741499043
alerts,2.338986368301016
girl,2.331018330387502
directory,2.32911190502845
charity,2.326449201560182
suspicious,2.3245169410178272
ipad,2.321476028761498
spree,2.320570381681615
html,2.3190788741839135
mo,2.309233590255583
purchase,2.308896080712881
refused,2.3044783841653804
oz,2.3038162031313836
chosen,2.303180100890785
single,2.299726432221028
future,2.2922578831552873
cvs,2.289348190568178
noida,2.284551747928207
paypal,2.2779252842109123
biz,2.2711765298607856
approved,2.2697241831723676
share,2.2639254729319465
without,2.2634691590059717
900,2.255915802136622
luck,2.2489809022943303
data,2.244360932115302
england,2.242552074676696
normally,2.2377267420508025
rcvd,2.23521141599026
official,2.231333405804027
getzed,2.2311532406043346
dont,2.228007963646605
goto,2.227205225355897
pin,2.2261671971414074
url,2.21405847642693
boutique,2.210083542152419
fee,2.2093047278567437
wa,2.206765168455001
27,2.206132569429831
usp,2.2034395614129076
activated,2.1987897975216475
her,2.198284631761631
08718720201,2.198036705021509
schedule,2.1909712068767626
mr,2.1859974206731105
file,2.183253399534758
come,2.1820527088899713
62468,2.1812389557117964
capitals,2.180774735659653
getting,2.17247057566753
reschedule,2.1642899210978688
bluetooth,2.1639542410673576
texts,2.1558523861369645
55,2.152904038256825
randomly,2.147787065366902
starting,2.146640406498091
study,2.1416052974649813
fraud,2.1393740974671447
done,2.1382068293020744
investment,2.1371850098001817
download,2.133310715096764
fantasy,2.1317967727151954
guess,2.1315575550277694
buy,2.130826973255018
true,2.1303295957766206
internet,2.1294468840756067
2004,2.1252596855064327
gbp,2.1176139239061333
night,2.114596453404318
o2,2.1067316086677734
cup,2.106346067401101
unauthorized,2.098412173328546
14,2.095240262029269
market,2.091448469590085
receiving,2.0885050275821624
t0day,2.0861348508933637
f1ve,2.0861348508933637
bahamas,2.0800528892822947
sony,2.0643885820604058
82277,2.0636067375007117
comuk,2.060616016717188
yours,2.060481616210238
ca,2.0473240524384337
helping,2.044856251393829
usa,2.0443142810012405
august,2.0436575559642924
40gb,2.0434057027512247
bid,2.0424024666664593
sms_id,2.042282184584974
sunshine,2.037539860805762
prevent,2.0368947337404495
people,2.035016355864355
iphone,2.0292400031243103
25p,2.0290451440847854
recover,2.02771633012366
pyatm,2.027570376027134
hg,2.0275376733499857
cust,2.026905659140371
polys,2.016378867383912
application,2.0111779043834357
45,2.0100787775879456
transactions,2.008650046506165
87239,2.0062686269318086
old,1.9993939413383255
reach,1.9953545090033413
site,1.9904350052162694
tlp,1.9847602731276057
noticed,1.9766501178768165
transfer,1.974767474981509
for,1.9724171852405468
this,1.9717740190904498
happy,1.9660099921140552
up,1.9644439332569221
frnd,1.9637670213237077
interruption,1.963278262748912
23,1.960864541622299
08718727870,1.956980861791291
saturday,1.9553510763458068
life,1.9513839575195147
jamster,1.9509437657682618
authorize,1.950572837725923
gy,1.947436775277506
w1j6hl,1.945805657872747
50p,1.9446042686148897
identity,1.9432794476021313
450,1.943097702992179
inbox,1.9371295569322229
cbd,1.9369146962525012
chase,1.9361783894761462
pas,1.9345407342165695
40,1.9343185737695443
3g,1.9327940863707496
etc,1.929950047380987
no1,1.9275076292846962
timely,1.9273774027394113
reconfirm,1.9273774027394113
sender,1.9269163572290053
euro2004,1.9249170555180188
87077,1.9236706830602155
28,1.9213106108078637
std,1.9190905379431127
web,1.916640619120656
on,1.9159046760892653
26,1.9158107741409476
banking,1.9152021029569852
days,1.912003432656698
missed,1.9033171056434197
con,1.900047602257683
xxx,1.8981952660657146
five,1.8980280240740417
08719181513,1.8939257200772652
35,1.8930758032581467
sipix,1.8877403763741012
hurry,1.8857844944915139
sign,1.8841903577006656
22,1.8790201363352277
bitcoin,1.8771235638228632
911,1.8752573144216307
tenerife,1.8700047282293035
came,1.8629336205822606
item,1.8586759558328163
merry,1.85693170491359
08712405020,1.8556214325296014
boa,1.854324091089164
financial,1.8516461519675356
sometime,1.849306870320213
deliveredtomorrow,1.8473511087645929
sport,1.8411572663660813
sam,1.8351092276920489
revealed,1.8321419634192666
hit,1.8297473447286279
75,1.8248220125769232
services,1.8226450430571746
simply,1.8224951004157717
result,1.8220001110743091
maximize,1.8208769547552897
rebrand,1.811542898886082
spook,1.808926847066327
questions,1.8044691620554227
long,1.8029216381476774
sk38xh,1.7997049471658098
dvd,1.7995378171048781
costco,1.7978061390615645
them,1.7970678093639179
transit,1.7963959656364623
textpod,1.7937181351224993
santa,1.7902705941623474
lisa,1.7879640933502905
0578,1.786083460031172
near,1.7854553268497857
2021,1.7841553242039616
activities,1.7828327291874837
sp,1.779970692500826
netcollex,1.7778385147757734
previously,1.7776739278379499
homeowner,1.7776739278379499
prepaid,1.7776506135768113
internal,1.767048100330518
guy,1.7660747898737663
contacted,1.760740145510738
80062,1.7541302638333314
believe,1.747961900342631
picture,1.747140178004242
yo,1.7460247365817931
break,1.7442455941459056
btc,1.7438788114060977
plus,1.7429750471278278
ring,1.739257633439148
forwarded,1.727158947646672
subpoly,1.7266107229807826
81618,1.7266107229807826
08707509020,1.7256058421136176
ldn,1.725560703075024
fix,1.7235861867343234
amazing,1.718617760771066
gay,1.7154300137902
step,1.7137131520959858
attention,1.7124427745090995
pod,1.711033085377117
really,1.7090737998549475
city,1.707448690906097
b4,1.7068729583923412
gr8,1.702010219117853
pending,1.7013064610235884
13,1.6996003638627195
bankofamerica,1.6981484734704164
costa,1.696006346700272
sol,1.696006346700272
1327,1.689950765113789
december,1.688314049103251
90,1.6878775445612537
paris,1.686698131764338
entered,1.6839499514449014
promo,1.6823290643022093
434,1.6807550066017942
84128,1.6741193028120884
credits,1.6733737969946396
partner,1.6705338014701925
polyphonic,1.669621945642149
flights,1.66856404470392
txtauction,1.662779692203602
86021,1.6622042171387088
assistance,1.6592222217538386
tncs,1.6573076900129737
error,1.6530083875204218
my,1.6512684504395294
finish,1.6507387951915053
finishing,1.648597791282699
subscribed,1.6480016310297996
wave,1.6470266693073898
story,1.6433455750184565
85,1.6390518991668672
mates,1.638713635122369
adult,1.633845519947461
pix,1.6323257470675476
additional,1.6318344674300072
purpose,1.6315703895677225
two,1.631461529762249
many,1.6217978841511944
reduce,1.620595371939097
intimate,1.6204428937294195
amanda,1.6198999760609174
wid,1.6164262832871594
age16,1.616278706795543
added,1.6135534092616814
la,1.6108458440657845
txting,1.6075017995777965
messages,1.6068018284858667
deposit,1.606056444588729
working,1.6043412721974823
le,1.6032348064251023
edu,1.6023296416399764
choice,1.5971346464204412
600,1.595137419348628
pay2tmkyc,1.5920277858953813
xchat,1.5906040135199178
contract,1.590141815862573
program,1.5875513367917167
08002986906,1.5873921346811308
another,1.5862112105361508
who,1.5844966941460816
0870,1.583815784778513
federal,1.5822153752470445
product,1.5791796430255423
also,1.5768502887873106
rb,1.5766794182085766
ebt,1.5737855501672056
baby,1.5706581492196239
subscriber,1.5646084031758012
save,1.5613685149537713
nationwide,1.559638290937822
10k,1.55887146808975
inclusive,1.5576613715352448
heart,1.5547034247839386
even,1.5529938182625274
found,1.550845250247561
thesms,1.54865446403157
warning,1.5413197448199911
selection,1.5404580929710494
forget,1.53639930845705
1500,1.535017568595603
83600,1.5335064015862012
community,1.5304585874792895
447801259231,1.5271458930080621
drop,1.5255497133952005
43,1.5218631837965888
1956669,1.5206360158481766
frozen,1.5199838883355499
reopen,1.5187471883057373
lost,1.5161859309482977
project,1.5092156804873578
unsub,1.5081209482857683
60p,1.5078555028683762
tkts,1.5043143423447534
mp3,1.5018061495218904
ip4,1.4982009223735815
5we,1.4982009223735815
loyal,1.4971268655143348
trial,1.4969443818574901
profit,1.49684783174938
st,1.4919908128577668
flight,1.4909080925152536
pe,1.4887884582003652
userid,1.488784295459052
business,1.488742656779051
crazy,1.4886477153939466
visa,1.4883867108278956
pobox334,1.488291707221074
stockport,1.488291707221074
max10mins,1.488291707221074
toclaim,1.488291707221074
imessage,1.4857959550172273
add,1.4854132766378283
vehicle,1.481818924996714
sonyericsson,1.4751583771325847
moby,1.4705368774448586
oprahstoday,1.4663304624861642
redeem,1.4650679179766632
protect,1.4649320185349748
tiny,1.464354840511219
belt,1.4625632638167532
cibc,1.4594114655798163
08715205273,1.4529899977967928
fo,1.4529334720545684
32,1.4492597923112411
videochat,1.4491448446182116
java,1.4491448446182116
rentl,1.4491448446182116
dload,1.4491448446182116
videophones,1.4491448446182116
noline,1.4491448446182116
an,1.445068207092867
08708034412,1.4432189892909617
removal,1.4432189892909617
arrange,1.4414708114550874
search,1.437627439834297
qualify,1.436529328925087
invoice,1.4353334578244106
eerie,1.4346600089129993
88066,1.434550473409889
canada,1.4339255802525854
5k,1.4338342158463293
press,1.4323972546836372
hoid,1.4300079774415708
09066362231,1.4274212128633634
2optout,1.425861434668958
forms,1.4253641277265863
skin,1.4251362908749408
31,1.4242142448122597
tosafari,1.4221018939813284
wishesyou,1.4221018939813284
activationlink,1.4221018939813284
17,1.421468963684355
miss,1.4214349723960509
stopsms,1.420015904111755
textcomp,1.419547564002614
83,1.4179848414071552
asked,1.416720885278108
tm,1.4147533656450935
fromm,1.414286514987686
billed,1.4132194653172965
registration,1.4112594748114327
change,1.4091362129244425
yesterday,1.4085635533392549
wellsfargo,1.4065510415158178
state,1.406009038285427
pobox84,1.4057328318868543
client,1.404063923047248
fone,1.4020966765335126
max,1.3990785136418824
83355,1.398068548704481
safety,1.3972562589111641
worry,1.3970553232250857
owe,1.3956555831391377
cr9,1.3952814291713005
5wb,1.3952814291713005
croydon,1.3952814291713005
rghst,1.3949128874183938
select,1.3948010002296964
hope,1.3928839426706376
register,1.3915198439603582
premier,1.3910477437411177
used,1.3897705169169592
september,1.38550479613202
sec,1.3840948067365988
town,1.383181792511434
accident,1.3810583311944595
redelivery,1.3795884019321314
downloads,1.3794944771568953
stopped,1.3792313615423946
brand,1.3785028559790682
eve,1.3780725862143444
much,1.3765360452544235
space,1.3751781745759217
opportunity,1.3742579598680256
luv,1.373208822869328
08000776320,1.369545654587212
dick,1.3676308426686297
arcade,1.3669099060718604
close,1.3650042106871914
caused,1.3629867096966573
do,1.3622470141494198
receipt,1.3592110444948875
off,1.34972591280414
pick,1.3475823670822065
secured,1.3474314696004241
hear,1.3415018643645844
report,1.3393253492290977
pack,1.337788282489212
mate,1.3358312631807092
regain,1.3301513803007414
duckdns,1.3293095178182135
simple,1.3269864895723675
list,1.3243619698386526
original,1.3236974972690712
permanently,1.3233698107551377
exciting,1.3215874959005325
sky,1.321535814363029
benefit,1.3206820577710077
form,1.318794115663656
helpline,1.3172958840976405
gmail,1.3148345889065185
custom,1.31332199761835
alone,1.3112432839333434
shortly,1.3105109419146288
failure,1.307569079062464
password,1.3062264153021332
rbc,1.3041422814546122
nothing,1.3037476633011096
gle,1.3031172018685098
sum,1.3026965228080276
80488,1.3024551965636622
gd,1.2990588775386083
high,1.2981978112247516
09065174042,1.2975741676551813
07821230901,1.2975741676551813
venmo,1.2966754705738623
txt82228,1.295630784674212
premium,1.2945331459034874
case,1.2903435327694825
slim,1.2891691936728986
150pm,1.2889017259335527
snapchat,1.288825386960612
08719181503,1.2885551843182863
compensation,1.2874555805289216
widelive,1.2868038613029302
wml,1.2868038613029302
tms,1.2868038613029302
union,1.2863191132441627
shopper,1.2849285399320916
24hr,1.283640051794984
suprise,1.2809367279394277
sauna,1.2803849969100505
totally,1.279829747413767
bx420,1.2779481040656695
zed,1.2779339973924664
resolve,1.2777472641813818
postcode,1.2759830015748277
themob,1.272403297418165
fedex,1.2719460184290425
auto,1.2715918457664124
flirt,1.2694017023784938
freebie,1.2687906801123827
till,1.2674359390150691
branch,1.2674004366304619
going,1.2640117992222495
friends,1.2635806569320187
k52,1.262551213248155
among,1.2624933557147358
jordan,1.260998940442357
07781482378,1.2606999861750803
7250i,1.2579693455929188
194,1.252565433487272
thurs,1.2523452922290184
165,1.2518427501739469
08002986030,1.2515900082401377
x49,1.2508531059817471
09065989182,1.2508531059817471
nice,1.2480437686226502
temporary,1.24792845310062
amy,1.24736945724268
08002888812,1.2470652669459634
britney,1.2460281058091225
scan,1.2458286263015648
08700621170150p,1.245409180846827
440,1.245232200822421
09058094599,1.2438186376121456
regard,1.243682292363033
vary,1.240796961625215
largest,1.240256005144388
08718726270,1.2383097980023023
so,1.2379289183763174
08701417012,1.2363032649434422
rcs,1.2349171934579202
water,1.233234651352748
suspend,1.2303778820099565
expressoffer,1.2254929626266746
145,1.2245438374871593
0808,1.2245438374871593
11pm,1.2245438374871593
analysis,1.2234771052406312
six,1.21957726706933
expire,1.216627670678907
unemployment,1.2158008106530427
nfcu,1.2151140622629706
not,1.2140617466284418
79,1.2123050233039911
unique,1.211222447560554
since,1.2109379075820574
82242,1.2102159782653144
xx,1.206327975431902
