rate,9.647612436648238
top,9.641322321568378
frm,9.624744044758993
bank,9.560827903612697
baby,9.555061572502265
sweet,9.515349623984887
came,9.503573619340822
500,9.469511547146844
ever,9.440870137909483
netflix,9.4283402442487
ah,9.427831114686356
jus,9.416991347639199
not,9.363249117772485
hear,9.35784812684819
provide,9.349055408491832
okay,9.338257777036354
avoid,9.30589442171543
locked,9.286235056172707
apply,9.280553936066706
safari,9.263889948004064
dat,9.20099261962077
mail,9.152965326312044
gov,9.145388216650282
pic,9.145126332109028
working,9.13487671995697
bad,9.1222863633826
left,9.096200800608935
another,9.0869501801547
latest,9.058916813678355
liao,9.047390993276444
dad,9.027112731268835
30,9.017386175063093
bus,8.999245566797411
lei,8.947886207200721
bed,8.937076949597923
sat,8.917413195766924
detail,8.916235314785709
understand,8.91508183355232
speak,8.89595542382436
enough,8.832995487767219
bill,8.823093856062199
made,8.811855770443973
date,8.800183659034923
maybe,8.79003099238318
cost,8.775276103704387
easy,8.756318181660246
verify,8.74913761157206
wont,8.745116812276157
dunno,8.741579913961559
is,8.687593559825173
movie,8.669586611169969
18,8.645697366358776
paid,8.596766451833798
network,8.5722542203643
exit,8.568608908688594
asked,8.552727404806902
access,8.53765268932122
voucher,8.537474750298694
pain,8.528660739936097
rs,8.523235008532318
too,8.512773963946135
this,8.481342133859242
might,8.480988316015411
actually,8.451504743330803
shop,8.441378582690392
billing,8.404861224096853
email,8.330176361753352
sch,8.304973544071357
12,8.280796256513339
16,8.23597944363532
ringtone,8.220943244034489
tmr,8.171137732433817
head,8.16603232684169
doing,8.165659247417993
sound,8.097037710674842
ly,8.058114595129004
called,8.053500466810414
pm,8.047687847290613
food,8.02326794786762
quite,8.0226486095136
change,8.009433151661813
price,7.994653517696525
award,7.987095909444017
valid,7.969107395235401
put,7.957184238848029
missing,7.9206599331522
stay,7.912623902495119
573,7.87966175151644
without,7.845293085078956
town,7.8143083538299525
camera,7.767532821873099
real,7.761319891164069
winner,7.714333612385768
11,7.643336919494077
question,7.6214286075478235
correct,7.602572199099112
important,7.580198658273706
everything,7.577753334871122
shit,7.549424060891709
awesome,7.517723518293228
wot,7.513309609316213
okie,7.500806914900677
kiss,7.4611413587077084
didnt,7.448479645926911
since,7.435009771105364
final,7.4303081269901154
wake,7.415565198617608
game,7.381493564390463
play,7.380035255676495
activate,7.3686109109022455
missed,7.360399644717539
to,7.33326597136471
true,7.32957752125328
two,7.329558570676894
reward,7.3200500465319545
yesterday,7.294076728392228
complete,7.2782856897436865
full,7.269596244180277
wk,7.268388294016884
alright,7.2601133952411026
believe,7.252591562673321
survey,7.217748573860203
thinking,7.215644217592832
credit,7.209900429276357
1st,7.207942540076749
able,7.165788343054336
opt,7.163550404719828
wif,7.146839287473908
collect,7.126252537824376
available,7.107226176376283
2000,7.100786008702601
match,7.074626524557551
12hrs,7.0639756072960695
whats,7.059020889912689
received,7.058839486599114
world,7.051185682373105
juz,7.030786981318583
must,7.002428880159334
anytime,6.992533306698384
driving,6.967580772295033
sunday,6.957506632249068
smile,6.944485582601304
pdf,6.901129540679535
wrong,6.891699757180357
xxx,6.8691490877734545
old,6.8656095766140215
hair,6.857362845870458
wife,6.856036705348138
using,6.848806840804327
away,6.815465343919013
her,6.814547966918992
return,6.796911164565377
weekly,6.787172797890329
run,6.784777968701169
group,6.784604583299208
march,6.77451507800576
your,6.772260233573589
worry,6.765668302072292
abt,6.752975680250094
nite,6.691784850946148
landline,6.687471814829018
finished,6.685574283037257
leaving,6.6554913865096506
leh,6.648529689781129
part,6.6426909381246855
nope,6.63576352172586
making,6.624124680408324
congrats,6.586954553805239
24,6.58295897629865
boy,6.579678367634694
happened,6.571427840235094
answer,6.570838627160161
valued,6.566258517201952
tried,6.531493502797433
bonus,6.527975910636619
box,6.495722569215642
door,6.495168987160446
colour,6.492882625628958
though,6.459321827751934
company,6.445439055769459
anyway,6.433001897385096
paying,6.411920953585302
on,6.40582703251895
haf,6.40176563609629
don,6.376611031733528
quick,6.353691320451527
drink,6.339266756158246
carlos,6.328370926731662
request,6.302854682582326
welcome,6.294776313213798
net,6.294062778142538
sleeping,6.28729475979143
750,6.284359714913155
whatsapp,6.2832894992440895
happen,6.265478692179623
american,6.263498545082265
til,6.26202371173963
hurt,6.255059885071091
cs,6.2417738132260085
wanted,6.237958949149446
si,6.232404479929678
follow,6.21569827691313
test,6.202498764060509
postal,6.201115277113881
afternoon,6.1933415961987475
ard,6.1848664808176
saw,6.169250548698422
type,6.133262949415845
when,6.130365360075327
unsubscribe,6.127769349919614
quality,6.126713549204685
charge,6.125198820817791
earn,6.1097835783313625
together,6.10751614479028
store,6.104052760871548
him,6.10039757883453
activity,6.099258889710216
08000930705,6.097007969341553
safe,6.0917428132395885
possible,6.08879485358974
xmas,6.054798637912673
brother,6.051697733627464
mom,6.046098978370674
den,6.044701782389438
pound,6.0339431070191125
5000,6.027477313776066
where,6.001450354304392
debit,5.9712408607281855
drop,5.970423406116282
close,5.96519950540627
search,5.963237867339809
2nd,5.941909574357356
family,5.9413756798663675
po,5.904666406837288
plus,5.900804866439062
oso,5.887973766056198
them,5.887183976759982
book,5.8842534904873816
unusual,5.881957683322376
content,5.880673809515447
bring,5.877422672858497
news,5.875785240591656
login,5.85809547938912
huh,5.845204681036915
prob,5.835655748105783
luv,5.834643829067165
drive,5.828496004469717
land,5.822031359286843
mob,5.816182664870983
details,5.807235082113014
took,5.795999662731763
following,5.7926887271519
download,5.7735531710569985
reveal,5.7644994955717035
player,5.750979036492341
found,5.727357438332504
app,5.725380658665067
delay,5.720514621950368
trip,5.7183987254301
school,5.7154768222423575
saying,5.708884904563068
either,5.708881769760309
feeling,5.686339279961584
face,5.681045613567115
secret,5.678253951012125
tel,5.669117665587786
read,5.663402088163606
discount,5.660066960919679
project,5.635733947454952
till,5.627195774943149
lesson,5.599710709022416
direct,5.5903333164594695
pub,5.586539724569449
150ppm,5.584867464947414
ring,5.563269274862793
recently,5.558009181906978
noe,5.555781562856463
regards,5.555709978891788
dude,5.536943710339662
havent,5.530872932918704
mu,5.527309673732412
second,5.507884924479314
kindly,5.507540836703714
point,5.5047835737861845
enter,5.492456022757615
set,5.484050574361445
but,5.472648381100616
neva,5.458760462006618
support,5.4573116053266855
rite,5.450239817184076
taking,5.411822074764503
fr,5.39945622175275
double,5.398394557420971
did,5.395804391848303
oredi,5.390131348028267
atm,5.3863669036306145
chennai,5.381798579536559
mission,5.379122630962406
entry,5.345930221285414
at,5.332882878643524
laptop,5.298223141832495
0800,5.298125771161944
ph,5.296074801215947
booked,5.286365599356342
hours,5.282283978118996
congratulation,5.2688621080832005
mins,5.241898411581642
story,5.228009544039508
potential,5.21290623250238
activation,5.207709714595778
alone,5.206027123225104
else,5.199727362488653
college,5.196561681782438
lucky,5.19546585443053
bt,5.188824583247235
started,5.181911632158877
2023,5.176259609050399
secure,5.173026262643353
smoke,5.172385985073018
system,5.170237844052359
song,5.162108282722434
issue,5.16008560090417
outside,5.1561537127804105
membership,5.140120839477254
calling,5.105387844225093
mate,5.101972405530791
talking,5.095453893975337
350,5.092082067487135
treat,5.0902462255713745
christmas,5.085384316820971
tomo,5.081948974658017
ltd,5.076391468495496
angry,5.0364781188279935
admirer,5.034710209724516
kb,5.028730843298009
who,5.026926354117044
gone,5.025075922228064
boytoy,5.0176292800626285
dis,5.012873993006569
ten,5.004918307636955
200,4.996747891778674
orange,4.9965870140317366
she,4.995601948533686
taxpayer,4.994657543498525
highest,4.994657543498525
seeing,4.9762152382365485
aft,4.963143553186305
camcorder,4.947669540543323
sexy,4.946019429509554
knw,4.941935154055112
post,4.941858653160092
lose,4.941663029371482
goin,4.916035948121343
gr8,4.914075511143924
coz,4.912709014913287
collection,4.911659036416287
tho,4.905110688573363
kyc,4.893982562917364
pretty,4.87963852477538
more,4.875431124324841
break,4.86823549299181
hav,4.867071360027112
loving,4.8660818351885275
review,4.8495746770084285
mm,4.849463298603375
shower,4.849212955467618
eh,4.8401094844326265
obligation,4.835832764279582
bored,4.826610012147521
transaction,4.826227552289956
off,4.821450928071416
caller,4.819551760179148
smiling,4.818603005917389
edd,4.815289007543737
goodmorning,4.809384492215481
gd,4.805860481547965
hungry,4.786920629440747
study,4.785865512835209
eve,4.755840388204495
wen,4.7531649723489116
tot,4.753007194760754
block,4.749711690890294
nt,4.739613561712916
10p,4.737819988900984
sad,4.732186004163659
250,4.714353608198823
reached,4.711230449325593
wil,4.689115879535845
checking,4.685996060630709
depot,4.682688167280218
record,4.6707763049733195
cancel,4.669087307999993
oops,4.663629236631804
couple,4.655257526426566
over,4.639028540264412
unlimited,4.6285687344729425
sister,4.619050210763124
amount,4.611387440677994
user,4.60928926927174
glad,4.596084622394645
log,4.590685594809171
worth,4.587440863383387
friendship,4.585028680946235
chikku,4.559695775274995
music,4.559543140193778
merry,4.545835290297792
area,4.542050658845511
days,4.53854501175194
cause,4.536960493020097
far,4.52434509870235
invite,4.522107833090334
reaching,4.513984170362129
hows,4.509895832708239
kind,4.507327632462699
hard,4.478344318868617
charged,4.477287303318702
processing,4.477147044269219
150,4.467656279170185
mum,4.4666895706499155
used,4.460873621826167
suspended,4.46008822589624
hot,4.458094935279537
november,4.454276929924605
deliver,4.454032026930621
touch,4.453440016684508
lost,4.448810972292786
why,4.442127371851657
decided,4.441612604331372
ticket,4.439326568401056
whatever,4.438020042790423
its,4.43792025238509
swing,4.434741112703956
invited,4.420082738026281
finally,4.415603837184825
ending,4.413011304569104
dream,4.405174350761686
tap,4.399368621129637
mine,4.392823341336203
penalties,4.385970848884803
semester,4.372125236683677
ensure,4.365101250199492
training,4.354527555593454
daily,4.343959285664054
comin,4.341476479382349
club,4.3377555665682275
20,4.3152150944221965
hand,4.3143812392409115
800,4.307658193560363
hee,4.298577260992603
track,4.288127664770799
reason,4.286562612184785
gym,4.283791554692238
have,4.274979765243306
smth,4.250834772935376
action,4.2488761180337775
all,4.240706225483923
hospital,4.238321943551048
rental,4.237708623682908
valentine,4.237629238783502
fill,4.228155405553279
side,4.213572254149759
will,4.210702165368154
auction,4.2063432068564115
uncle,4.202882893195681
document,4.199923062650695
saturday,4.193939632579219
aha,4.187527717353318
anymore,4.184844017365265
interested,4.175679680707319
hit,4.170912690374871
and,4.1642698557478415
course,4.163772899443573
expedite,4.151152310440684
somebody,4.137898283025487
yar,4.135842895514583
sale,4.133119379237313
beautiful,4.131791836472339
representative,4.131431399830802
yr,4.129067237801747
forget,4.1252429383608735
jay,4.117917159912105
monday,4.103999611913822
15,4.098586954069864
simple,4.093339217228628
choose,4.090825061025281
current,4.090535826932991
trouble,4.082592585671842
drug,4.08242450296013
file,4.073308097798955
mr,4.0699802328002
sub,4.039625407680511
below,4.033373656584562
rock,4.030935002094854
19,4.020411351855543
asap,4.012782740456674
stupid,4.011081521029593
luck,4.0079074376256365
entitled,3.9980435640693353
seen,3.9824423995088436
meh,3.9637317048183953
8007,3.959903413092308
continue,3.9576634082746343
lady,3.952399261929879
gotta,3.951851921005459
currently,3.9400545600476096
my,3.9350204085550384
plz,3.932508919937301
deadline,3.9293021133928163
precise,3.9293021133928163
operator,3.929020823101538
ha,3.9204928282720592
private,3.9173137219160363
decimal,3.916851763333159
india,3.9151266445814006
age,3.91458874311419
lmao,3.913449314130673
expires,3.9107447326669122
street,3.9039366169861416
3030,3.9028344420290972
friday,3.896153519521424
otherwise,3.894886639599776
photo,3.894316271091818
write,3.880377855653656
promise,3.8798922576619312
bout,3.878254931662565
snow,3.8647258102503033
08718738034,3.8644036536395943
almost,3.851511490726913
ups,3.845164684518621
case,3.828433597513645
loan,3.8257461442154694
others,3.8221624229185513
press,3.8210862815596833
internet,3.8203585496808836
happiness,3.817652495978084
surprise,3.8115981667267906
03,3.8093253873212003
honey,3.797810365007477
respond,3.792510322958614
whenever,3.7871425437410906
mode,3.784204839752875
apple,3.7838137309817608
hmm,3.777239101225496
dating,3.7758251401570413
xx,3.7688871783652256
friends,3.7613682401157087
deal,3.7601332579882363
86688,3.750311641688907
shipping,3.745039165419824
w0n,3.74451506221958
fl1pkart,3.74451506221958
somewhere,3.739886627110197
down,3.7387018323404293
ac,3.7308792563998163
lovely,3.725397296816204
add,3.7240139755316526
fix,3.716645690704534
remove,3.7127474443447284
hr,3.7075597045765787
earlier,3.6972016635222427
computer,3.697042187862621
onlinehome,3.6778426302039224
hotel,3.6741201671466257
picked,3.6676295469723965
messages,3.660954050346131
recent,3.651182988613391
fancy,3.649506809769327
slow,3.6442742966669797
wow,3.632761487243097
accurate,3.631786585311887
profile,3.631658245559228
same,3.6273816333833846
am,3.623193492170466
wid,3.622956330160028
anyone,3.619773447172799
walk,3.6185030254264645
fast,3.6163224152656923
supposed,3.614951627941611
meant,3.6145317564182586
alex,3.612236705069959
sometime,3.6083883834166235
hmmm,3.608003656766969
pin,3.606319370647107
25,3.601619044076591
dreams,3.5937260114298732
things,3.5880791395509184
failed,3.5843011896134858
coffee,3.583958805273535
sick,3.5812548428891975
bath,3.580011134138353
weed,3.5781749673334318
unlock,3.575967958720977
extra,3.5751361506131203
calls,3.570460500595405
teach,3.5680207434725753
crave,3.5645529184062528
tc,3.5623849293743697
outstanding,3.5617691529814937
bb,3.5535464885635575
sitting,3.5532959648666496
from,3.5505232993089115
listen,3.550316931393463
national,3.5492705243320155
die,3.5475801943645395
quiz,3.5459616898431547
inr,3.5425578881658093
cut,3.540165588829255
page,3.537637367775776
tracking,3.5345057975630088
gas,3.5324536442663774
slept,3.5235651461836954
whole,3.522742577935234
tired,3.5216056838721466
row,3.520463613496264
inform,3.518443341803709
cc,3.514502156387179
usual,3.5128370562273923
ice,3.5039944629299224
trust,3.496968217108882
placed,3.4967806247370268
least,3.4962571318819413
freemsg,3.4958111654500423
voicemail,3.4950640814348706
via,3.4860247388091437
cup,3.485260992503038
sec,3.4811403606769304
turn,3.461479973184166
notice,3.4611705829906696
summer,3.458220836878289
learn,3.457757714265581
load,3.456608158110035
doesnt,3.4565873939419096
disturb,3.4564924896011537
standard,3.455246171176538
freephone,3.446259922010384
sell,3.4456841322704057
wana,3.442155949800046
lemme,3.4378350375781412
ago,3.4247210594945057
nobody,3.423415655054346
wkly,3.422629769486532
sun,3.417461157387199
figure,3.414314985835998
ho,3.4061090297616534
expired,3.4015933355786503
quoting,3.4002424965085982
statement,3.397985511249422
handset,3.3915478954426552
tuesday,3.389721207527556
wishing,3.3751966636374684
everyone,3.375083239232083
instruction,3.374664547308626
express,3.364014532610654
bellow,3.3631539185347132
fargo,3.362273416898758
darlin,3.357687186007443
or,3.353254814548248
subj,3.3528512238968133
asking,3.345944873857423
picture,3.344926024086294
as,3.3431444688074405
48,3.3359966792322333
tht,3.3269027081660134
pleased,3.3266304823638886
site,3.3262539098080013
6200992462,3.315625323362751
omg,3.3112758146716343
heard,3.3083814316694267
crazy,3.3079357222223305
howz,3.298952893778899
temporarily,3.2981860109674326
difficult,3.294415113329083
exam,3.2926135835338335
telling,3.283558206171012
7908807538,3.271740782060178
bathe,3.2704735500906943
near,3.2651343194175317
security,3.2576967832726673
orchard,3.2547958569417013
awake,3.250264378574827
art,3.24565351925011
noon,3.241930394235055
view,3.2409542687760093
poly,3.2359555895431034
b4,3.234621207784458
vodafone,3.23074695833431
different,3.2291386806004074
light,3.2267936520424434
staying,3.215264918775986
buying,3.2146186312440395
frnd,3.2113334520368166
website,3.2107791675767845
cv,3.203784972232037
tinyurl,3.2037817597105698
idea,3.201387844861943
future,3.200964373059053
la,3.1996187178298388
spend,3.1942046765376815
balance,3.1940227544143553
film,3.1926333259014505
st,3.1925731495089718
sincerely,3.1861413310219557
normally,3.1814249749783605
subscription,3.1642036632115347
org,3.152696701210365
muz,3.1418288731986106
party,3.141234210236086
result,3.138274584719707
542,3.1378098400424332
library,3.1303772122950573
sae,3.1300211196428127
mistake,3.1291915718150927
mah,3.126642253129586
wll,3.125155461676065
facebook,3.1198614493271144
yep,3.116459115461244
moment,3.1144725078730597
hostel,3.1124512796357284
member,3.1106581238300706
met,3.1065549195672357
ar,3.10557574257225
catch,3.1050610121203284
forwarded,3.1049829096208827
regret,3.104583537576215
decide,3.1007318301040296
fri,3.0998169368400577
nah,3.0928452051017423
congratulations,3.0920114310351003
father,3.089059481837617
station,3.0865161717179515
workin,3.0838271850824848
7044518857,3.0826274248887797
askd,3.071106546921764
ni8,3.070774852410644
eye,3.0650881480003607
are,3.0638166995759346
joy,3.0628133801668707
php,3.057707744705261
purchase,3.0574327416558504
7679046492,3.0551836403735244
gave,3.0490168880695667
walmart,3.0489439547166843
wallet,3.0385134616342597
comp,3.0364309752758323
less,3.0357428599310685
wondering,3.0341442822207836
won,3.0334505621626926
step,3.020383709546791
mrng,3.0186377434396174
water,3.018397531464787
specially,3.0149887666664976
report,3.0141789684595484
depends,3.007666362273075
wit,3.006881289736361
felt,3.0035289836164685
ugh,3.0012116474799027
mobileupd8,2.999707777937556
na,2.997013583461477
about,2.9963667777271366
sign,2.9945180532150055
men,2.991736935977791
nw,2.9912516265841815
annoying,2.989340999117627
kate,2.9877077132399035
renewal,2.986272229612685
john,2.982236906066864
doin,2.977180369516254
400,2.9752684552191777
voice,2.9694412950022433
finishing,2.9671581099906703
studying,2.9627383359818626
al,2.9626091147633415
before,2.960509263812479
10am,2.957168588019644
replying,2.9529322389613855
tonite,2.9467749451827787
pongal,2.9467525582551106
paper,2.939200894382525
em,2.9352038674875343
permanent,2.9350295044160486
reading,2.9342684123202423
300,2.9339129162220456
await,2.9304557243428393
discussion,2.9301076513588176
fone,2.9296167899519565
subject,2.9278736044890006
center,2.9252321515241544
lets,2.9230297531024663
mrt,2.922637852567143
upgrade,2.922160267879563
8th,2.9192145864621697
fact,2.9162242116725667
park,2.9151795684000295
dnt,2.9135890365874975
yours,2.9132879535830623
wonder,2.90679767540147
abiola,2.90536037560262
ringtones,2.902224505278104
sending,2.90081060833625
list,2.8967372656653545
holding,2.8961176336469654
etc,2.8931222143237276
inc,2.8920031232631382
recovery,2.891882902208648
games,2.8900324614350175
del,2.889738593338699
of,2.8883503183627317
sex,2.8878627385870783
words,2.887168544709623
pix,2.885833480157916
black,2.884152996107227
menu,2.8701457730653432
savamob,2.8592020693665026
seriously,2.8570828602888385
giving,2.852708105066112
reminder,2.8514966667899166
round,2.840799648637004
dint,2.8407113334625516
usf,2.8383346858841767
eating,2.8304663851763276
checked,2.8284381937867153
completely,2.82615160036011
funny,2.8258064212100744
timing,2.824755228581452
giveaway,2.822486365419094
move,2.8217574342037435
plenty,2.8215412304510115
fantastic,2.819585960162414
04,2.8188989292194404
feb,2.817108835944817
returned,2.8151849855990227
suspension,2.8147117237112838
incorrect,2.802605887237018
save,2.8019238203578696
darren,2.8006290004006136
wats,2.7997240280860844
star,2.798046437183411
2nite,2.797908226783924
rent,2.7977305524633995
strong,2.793736766642571
02,2.7862314622821955
just,2.7857655977162548
midnight,2.77705975814266
updated,2.7729068736357876
mayb,2.769782765976602
tampa,2.767786896263243
local,2.7675606218958055
limited,2.7658888509749526
helping,2.7639807040041506
train,2.763978306399527
blocked,2.763556028266929
nyt,2.7615238518316154
share,2.758040919116618
experience,2.7559502872607906
any,2.7537500890474362
hoping,2.7507693108003965
kid,2.746279019787085
cd,2.744105784029714
gap,2.7363231329679314
daddy,2.7322716683253643
interview,2.7320270393182513
lazy,2.729656264687693
callertune,2.72707517714923
weather,2.726785615533738
america,2.7263888184746334
sort,2.722592349061414
9pm,2.720169808387783
inside,2.718487035513197
url,2.717631605821466
for,2.710843414337692
parent,2.7058631297100306
approved,2.7051835291661637
program,2.7044216436024784
mark,2.702646667610872
covid,2.7024859046815175
announcement,2.702444809771244
michael,2.7018056235875023
excuse,2.696181449883945
decision,2.694305489911533
form,2.6892918648785784
ts,2.6840904055989165
verification,2.6828632419069747
straight,2.6828317909227373
armand,2.677224078851223
wun,2.6769347736312157
pro,2.6765747118675898
silent,2.6756355089700516
dial,2.6743552296944237
frens,2.673542014272814
small,2.668387182549675
omw,2.6645692854017167
mo,2.6632302081824695
term,2.656956798462719
pending,2.656073491268894
citi,2.652549981116388
times,2.6525404650078697
convey,2.6499688343356875
warm,2.6486858341101005
cooperation,2.648617445058834
by,2.647500561931375
identifier,2.6431227926075325
points,2.6431227926075325
wine,2.640113902217946
nvm,2.6368919644213795
digital,2.6264702364044323
tm,2.6216826992105307
urself,2.6214746012569634
87066,2.6191970940806164
grins,2.615709361633221
accept,2.613819894701743
starting,2.610200026617324
registered,2.601632637621968
wed,2.6014364882782113
pobox,2.6004163504279614
restore,2.5995089844847445
discus,2.597005488534969
letter,2.5944658458167336
normal,2.594352857931476
logo,2.589311618591029
bugis,2.589022460779176
ge,2.588625034906149
8927307655,2.585797541948549
dead,2.5809075567942275
xyz,2.579245452258755
bl0cked,2.5774012483227557
market,2.5762877147413668
especially,2.5717443619468243
mon,2.5712820478460037
cum,2.5613458893420744
